Bogota,Cali,Medellin,Barranquilla,Cartagena,Cucuta,Bucaramanga,Pereira,Santa Marta,Ibague,Pasto,Manizales,Neiva
0,9.135555555555555,8.5575,18.00888888888889,16.63277777777778,11.564444444444444,8.934166666666666,6.802222222222222,17.494722222222222,3.9494444444444445,16.58111111111111,7.189722222222223,5.466666666666667
8.777222222222223,0,7.026944444444444,19.900277777777777,18.50722222222222,18.05611111111111,13.191666666666666,3.4230555555555555,21.323333333333334,4.9575,8.688888888888888,4.479444444444445,7.8694444444444445
8.439444444444444,7.083611111111111,0,13.108611111111111,11.7325,11.549722222222222,6.685277777777777,4.1425,14.531666666666666,6.7122222222222225,14.999166666666667,3.8255555555555554,9.466666666666667
19.87611111111111,20.100277777777777,13.177222222222222,0,2.5866666666666664,15.17388888888889,12.449444444444444,17.159166666666668,2.153611111111111,18.227777777777778,28.015833333333333,16.842222222222222,20.095277777777778
18.453333333333333,18.677777777777777,11.754444444444445,2.2936111111111113,0,14.178333333333333,11.454166666666667,15.73638888888889,4.232777777777778,16.80527777777778,26.593055555555555,15.419444444444444,18.6725
11.386111111111111,18.224722222222223,11.301666666666666,15.574166666666667,14.587777777777777,0,4.710277777777778,15.283611111111112,14.251111111111111,15.276666666666667,26.14027777777778,14.966666666666667,16.79388888888889
8.6825,13.634166666666667,6.710833333333333,12.567222222222222,11.581111111111111,4.9625,0,10.692777777777778,11.244444444444444,10.171111111111111,21.549444444444443,10.375833333333333,12.038333333333334
6.507777777777778,3.476111111111111,4.096111111111111,16.969444444444445,15.593333333333334,15.386388888888888,10.521666666666667,0,18.3925,2.6880555555555556,11.391666666666667,1.2022222222222223,5.6
18.7875,21.56138888888889,14.638333333333334,2.1216666666666666,4.413611111111111,14.042222222222222,11.318055555555556,18.620277777777776,0,19.68888888888889,29.476944444444445,18.303333333333335,21.55611111111111
4.158888888888889,5.484444444444445,7.214722222222222,17.342222222222222,15.966111111111111,13.424722222222222,8.560277777777777,3.151111111111111,16.828055555555554,0,13.4,4.320833333333334,3.2511111111111113
16.3325,8.306666666666667,14.582222222222223,27.455555555555556,26.079444444444444,25.61138888888889,20.746666666666666,10.978333333333333,28.878611111111113,12.512777777777778,0,12.034722222222221,11.196388888888889
7.192222222222222,4.464166666666666,3.785833333333333,16.659166666666668,15.283333333333333,14.380277777777778,9.515555555555556,1.2083333333333333,18.08222222222222,3.7780555555555555,12.379444444444445,0,6.69
5.574166666666667,8.31,9.614722222222222,19.065833333333334,17.69,15.14861111111111,10.283888888888889,6.015,18.551666666666666,3.1622222222222223,11.444444444444445,7.184722222222222,0
